"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rnd2",0.000110847459659314,-0.343407645774684,0.198,0.309,1
"Rnf146",0.000110946592984216,-0.261211726090701,0.188,0.262,1
"Agfg1",0.000111306519150291,-0.269978897181302,0.271,0.387,1
"Snph",0.00011673983984621,-0.263788961447634,0.185,0.257,1
"Amer2",0.000119086283785943,-0.30250080817064,0.179,0.256,1
"Cand1",0.000127484003928462,-0.413781703849032,0.178,0.28,1
"Slc45a4",0.000127832056377622,-0.303922236155399,0.209,0.305,1
"Snapc1",0.000129568716382991,-0.251166065622831,0.249,0.348,1
"Wdr19",0.000130248165454149,-0.454416926371211,0.189,0.302,1
"Flot2",0.000130366728004969,-0.596856099568387,0.155,0.272,1
"Pak1",0.000133473462486273,-0.535732011598708,0.176,0.289,1
"Ganab",0.000135879756343354,-0.25376172827846,0.191,0.266,1
"Grip1",0.0001579083493149,-0.467969290875249,0.224,0.353,1
"Csrnp2",0.000168479396217812,-0.427847445976058,0.191,0.293,1
"Rbm22",0.000171464389648212,-0.47574809558887,0.174,0.286,1
"Thoc1",0.000172137354841389,-0.300993948550686,0.204,0.29,1
"Snhg8",0.000173642229910822,0.368339781795908,0.263,0.253,1
"Tbcel",0.00017419995029397,-0.291470337080544,0.178,0.256,1
"Usf2",0.00017506359653349,-0.318789737758042,0.31,0.454,1
"Syt4",0.00017860623985943,0.292549885352401,0.374,0.397,1
"Rev3l",0.000182250800030946,-0.49124168358463,0.289,0.456,1
"Dnah11",0.000182393177885259,-0.394053940908667,0.204,0.304,1
"Rps5",0.000183878210907832,0.269774532455205,0.924,0.932,1
"Alg11",0.000190318298003805,-0.356335934520662,0.182,0.269,1
"Cnst",0.000191427933417895,-0.265017553318463,0.298,0.41,1
"Sclt1",0.000194511985352024,-0.286187229588157,0.231,0.328,1
"Ndrg4",0.00019760823854783,-0.327840517385603,0.224,0.343,1
"Upf2",0.000207747337602686,-0.356914825592028,0.285,0.411,1
"Wdr43",0.000209959092027101,-0.466925419570192,0.17,0.275,1
"Ankra2",0.000252736165386999,-0.259144378095808,0.276,0.378,1
"Cdkn2aipnl",0.000257507879856158,-0.318048665925686,0.174,0.255,1
"Arid1b",0.000263165676436294,-0.330225621489999,0.204,0.298,1
"Hgs",0.000266514232310976,-0.257096667074272,0.226,0.322,1
"Ppp2r5c",0.000270153555986954,-0.417314734401492,0.217,0.335,1
"Atp9a",0.000277300474492709,-0.284717767176569,0.335,0.476,1
"Tm2d1",0.00027947900526041,-0.257586689153732,0.246,0.344,1
"Pik3ca",0.000279748031818896,-0.378706267922734,0.18,0.272,1
"Rfxap",0.000289340568980529,-0.291465947479723,0.205,0.296,1
"Cask",0.000296711171690387,-0.280603324206097,0.228,0.326,1
"A430108G06Rik",0.000309473980419337,-0.325778517347528,0.285,0.405,1
"Fam76b",0.00031271122881944,-0.260195559587123,0.247,0.356,1
"1500004A13Rik",0.000350564309592679,-0.280721977236982,0.382,0.537,1
"Cdk16",0.00037918539410749,-0.31187549536505,0.185,0.264,1
"Laptm4a",0.000382666973916727,0.378288391746907,0.27,0.262,1
"Stx2",0.000387277464636307,-0.344272740674556,0.496,0.679,1
"Pxk",0.000391797196079333,-0.345046869769602,0.172,0.262,1
"Dmtf1",0.000404670131020743,-0.309501085678623,0.201,0.291,1
"Rpgr",0.000426189624245149,-0.451174385293127,0.231,0.367,1
"Erlin1",0.000427344202316305,-0.401865593146431,0.231,0.353,1
"Rcbtb1",0.000445864417664341,-0.310064353297109,0.2,0.292,1
"Ap1m2",0.000459566817464576,-0.272225832571609,0.237,0.335,1
"Phf6",0.00046718498724485,-0.296200406658279,0.177,0.253,1
"Pde4dip",0.000471962248464708,-0.448322625590618,0.167,0.265,1
"Lsm6",0.000491535703011046,0.291294199932096,0.641,0.68,1
"Htt",0.000512936705133751,-0.349228660673965,0.171,0.25,1
"Rtca",0.000518408101083228,-0.286462365870689,0.292,0.417,1
"Cplane1",0.000523474012523443,-0.367548209654668,0.316,0.464,1
"Rtn1",0.000524299747873037,0.282701884756317,0.949,0.973,1
"Snx14",0.000529415735236394,-0.327332060477614,0.262,0.383,1
"Mdm4",0.000551278107894918,-0.376510989935966,0.166,0.251,1
"Eif1ax",0.000579317938300972,-0.279183574434409,0.275,0.393,1
"Plekha1",0.000611119267437582,-0.420126619581614,0.179,0.281,1
"Ttbk1",0.000615294540503451,-0.591770730687659,0.179,0.304,1
"Sik3",0.000634358271438603,-0.257402241198733,0.18,0.254,1
"Abcd2",0.000675457165873054,-0.277963421273661,0.445,0.588,1
"Osbpl5",0.00068021498251552,-0.354152937725588,0.222,0.329,1
"Maats1",0.00069758562706385,-0.328996679012998,0.204,0.298,1
"Foxo3",0.000724141836940149,-0.355822967329667,0.179,0.269,1
"Nfib",0.000724450902043651,0.668371080863412,0.382,0.284,1
"Ncoa2",0.000780818651196894,-0.54377265411117,0.156,0.256,1
"Ofd1",0.000824463769288255,-0.438036217048167,0.184,0.287,1
"Rab11fip1",0.000838591176544454,-0.331863298266701,0.181,0.266,1
"Nat9",0.000847215795028195,-0.265447597465318,0.255,0.367,1
"Scrn1",0.000862711217590384,-0.306763864614088,0.482,0.651,1
"Vwa3b",0.000947284729463635,-0.385352464506065,0.188,0.28,1
"Tnik",0.000976518394417374,-0.418625543379544,0.175,0.266,1
"Cfap97",0.00106803991026898,-0.271625192606521,0.179,0.257,1
"Arhgef3",0.00108369631201652,-0.366757033005649,0.19,0.284,1
"Stag1",0.00108417924685276,-0.265310800569047,0.245,0.341,1
"Slf2",0.00111354179638454,-0.504638984595486,0.191,0.307,1
"Aida",0.00115235967035056,-0.372885995759484,0.341,0.509,1
"Hk1",0.0012218904224238,-0.254856760609599,0.215,0.306,1
"F8",0.00124879806651161,-0.542191054817677,0.153,0.255,1
"Dap3",0.00130687823830409,-0.261452778170008,0.206,0.291,1
"B3gnt8",0.00132833246245335,-0.361347663243473,0.205,0.308,1
"1110017D15Rik",0.00137819114599467,0.277099470103372,0.679,0.716,1
"Pptc7",0.00140844717936104,-0.386657659010656,0.167,0.26,1
"Mrs2",0.00143179410928639,-0.439554913389867,0.163,0.252,1
"Lrp8",0.00157010842981179,-0.303486815184886,0.191,0.273,1
"Efna5",0.00162078275648234,-0.29082919143111,0.339,0.462,1
"Creb3l1",0.00163141536779976,-0.321566334643277,0.228,0.341,1
"Larp4b",0.00163608303372935,-0.314780205175211,0.301,0.431,1
"Apba1",0.00169596524543206,-0.29502540378263,0.255,0.361,1
"Npc1",0.00170365152228803,-0.453440540734496,0.161,0.256,1
"D5Ertd579e",0.00170471411764127,-0.354421159364433,0.254,0.379,1
"Cep135",0.00175872516573744,-0.496190199590408,0.177,0.281,1
"Fam210b",0.00183843667149404,-0.307022998860215,0.202,0.295,1
"Smarcad1",0.00186139753615304,-0.277667330017683,0.21,0.299,1
"Napb",0.00192489286805493,-0.426974672613325,0.167,0.257,1
"Xrn1",0.00197926448098258,-0.361057489897985,0.238,0.354,1
"Dnal1",0.00198020740789219,-0.409858124877695,0.227,0.344,1
"Zdhhc14",0.0021167154895007,-0.462337671307518,0.162,0.254,1
"Hrk",0.00221367318464266,-0.318063320992627,0.368,0.506,1
"Tapbp",0.00223674225368866,-0.300963396905479,0.178,0.262,1
"Tshz1",0.00224434724528061,-0.365739249775622,0.297,0.362,1
"Eea1",0.00236201312209641,-0.263262249286338,0.189,0.272,1
"Pcdh17",0.00259856320185618,-0.515614153490291,0.439,0.577,1
"Rif1",0.00289917720511287,-0.276555663915691,0.245,0.349,1
"Hmgxb3",0.00293590135011734,-0.323670658975005,0.231,0.336,1
"Brinp2",0.00296761346388053,-0.28418940815986,0.377,0.507,1
"Necap1",0.00321062384261909,-0.484435530898973,0.164,0.266,1
"Arl14ep",0.00352704625289092,-0.348913083986259,0.312,0.459,1
"Rnf185",0.00356754361632663,-0.462779214628217,0.196,0.3,1
"Abcc5",0.00365510558034577,-0.359963610893556,0.176,0.262,1
"Ddi2",0.00390000537233855,-0.413783047995269,0.171,0.268,1
"4930581F22Rik",0.00410417994780657,-0.337660677985203,0.244,0.355,1
"Adam23",0.0042986964405582,-0.55948179056086,0.167,0.28,1
"Gpatch2",0.0044043585274516,-0.288745569826391,0.177,0.26,1
"Cabp4",0.00461809433647018,-0.457185008102917,0.166,0.261,1
"Wdr66",0.00481165182465705,-0.432897659808699,0.168,0.262,1
"Cwc25",0.00514820940847664,-0.275939048851498,0.18,0.254,1
"Ptar1",0.00561441382870293,-0.379413685456622,0.201,0.306,1
"Pcdhb1",0.00594508823115632,-0.552362238304164,0.163,0.271,1
"Nr2c2",0.0064128848533619,-0.39272586083364,0.172,0.264,1
"Mtmr7",0.00647196960816945,-0.492939673571122,0.174,0.282,1
"Ilk",0.00663892874906315,-0.261891648135386,0.179,0.255,1
"Nucb2",0.00676659609340382,-0.357462430962003,0.187,0.275,1
"Adnp",0.00733172335399396,-0.287968553360172,0.3,0.423,1
"Cnot3",0.00878940054697471,-0.676664654675125,0.192,0.343,1
"Stoml3",0.0120012989283614,0.258257298420244,1,1,1
"Tlk2",0.0124842353389791,-0.37633251517978,0.192,0.288,1
"Fam149a",0.0137317393242301,-0.333999151637588,0.269,0.393,1
"Sema6a",0.0151405095025068,-0.304134862365069,0.236,0.33,1
"Ncam2",0.016908664128923,0.39741275283873,0.376,0.296,1
"Dusp1",0.0230594415719802,0.687644422216457,0.278,0.22,1
"Phyhipl",0.0396996594564198,-0.260237524344065,0.229,0.313,1
"Topors",0.0685045594022215,-0.383416879383127,0.177,0.264,1
"Npepps",0.156912692262199,-0.343257433573637,0.195,0.291,1
